지점,지점명,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
904,사상,2023-03-19 08:00,7.4,20,1.2,0,61
904,사상,2023-03-19 09:00,10.1,0,.4,0,49
904,사상,2023-03-19 10:00,11.9,285.9,1.6,0,41
904,사상,2023-03-19 11:00,13.8,275.8,1.4,0,32
904,사상,2023-03-19 12:00,15.2,231.6,1.9,0,31
904,사상,2023-03-19 13:00,17,229.1,1.7,0,26
904,사상,2023-03-19 14:00,16.9,189.4,3.2,0,24
904,사상,2023-03-19 15:00,16.1,201.1,6,0,29
904,사상,2023-03-19 16:00,15.4,207.5,6,0,33
904,사상,2023-03-19 17:00,14.6,207.1,5.8,0,45
904,사상,2023-03-19 18:00,13.4,203.2,5.6,0,59
904,사상,2023-03-19 19:00,13.3,190.4,3.7,0,55
904,사상,2023-03-19 20:00,13,185.8,3.7,0,59
904,사상,2023-03-19 21:00,11.2,189.7,2.5,0,56
904,사상,2023-03-19 22:00,11.2,167,1.6,0,58
904,사상,2023-03-19 23:00,10.9,160.1,1.3,0,64
904,사상,2023-03-20 00:00,6.8,40.6,.5,0,76
904,사상,2023-03-20 01:00,5.2,25.4,1.8,0,86
904,사상,2023-03-20 02:00,5.7,58.1,1.7,0,83
904,사상,2023-03-20 03:00,4.5,22.2,1.5,0,84
904,사상,2023-03-20 04:00,3.8,343.5,.5,0,88
904,사상,2023-03-20 05:00,3.2,14.3,1.5,0,94
904,사상,2023-03-20 06:00,3,10.9,1.2,0,92
904,사상,2023-03-20 07:00,4.3,14.1,1.8,0,84
904,사상,2023-03-20 08:00,7.4,330.5,1.7,0,77
904,사상,2023-03-20 09:00,10.5,343.3,2,0,56
904,사상,2023-03-20 10:00,13.9,294.7,1.2,0,43
904,사상,2023-03-20 11:00,15.2,192.2,3.9,0,50
904,사상,2023-03-20 12:00,16,200.9,4.9,0,53
904,사상,2023-03-20 13:00,16,203.4,6.4,0,55
904,사상,2023-03-20 14:00,16.2,202.4,6.7,0,49
904,사상,2023-03-20 15:00,15.7,205.4,6.5,0,53
904,사상,2023-03-20 16:00,15.5,196.1,6.5,0,55
904,사상,2023-03-20 17:00,15,194.9,5.5,0,54
904,사상,2023-03-20 18:00,14.3,197.6,5.5,0,56
904,사상,2023-03-20 19:00,13.3,209.2,3.3,0,59
904,사상,2023-03-20 20:00,13,193.5,3.4,0,57
904,사상,2023-03-20 21:00,11.7,195,2.4,0,64
904,사상,2023-03-20 22:00,11.5,181.1,.9,0,61
904,사상,2023-03-20 23:00,10.2,226,.5,0,68
904,사상,2023-03-21 00:00,9.3,11.3,1.3,0,67
904,사상,2023-03-21 01:00,7.9,45.6,.9,0,73
904,사상,2023-03-21 02:00,9.2,27.8,2,0,68
904,사상,2023-03-21 03:00,8.8,39,1.8,0,67
904,사상,2023-03-21 04:00,9.7,0,.3,0,65
904,사상,2023-03-21 05:00,9.9,345.4,1.3,0,67
904,사상,2023-03-21 06:00,10.3,6.3,.9,0,61
904,사상,2023-03-21 07:00,10.5,323.1,1.5,0,62
904,사상,2023-03-21 08:00,11.2,320.9,2,0,57
904,사상,2023-03-21 09:00,12.5,342.1,1.4,0,53
904,사상,2023-03-21 10:00,14.3,26.2,1.3,0,43
904,사상,2023-03-21 11:00,15.4,298.3,1.5,0,40
904,사상,2023-03-21 12:00,18.1,160.7,1.9,0,33
904,사상,2023-03-21 13:00,19.4,172.4,3.1,0,48
904,사상,2023-03-21 14:00,19.1,141,3.7,0,48
904,사상,2023-03-21 15:00,19.4,141.9,2.3,0,47
904,사상,2023-03-21 16:00,18.7,135.8,2.9,0,50
904,사상,2023-03-21 17:00,18.5,147.4,3,0,52
904,사상,2023-03-21 18:00,17,137.7,2.1,0,66
904,사상,2023-03-21 19:00,15.8,138.4,2.5,0,74
904,사상,2023-03-21 20:00,15.4,130.3,2.4,0,77
904,사상,2023-03-21 21:00,15.6,45.9,2.5,0,78
904,사상,2023-03-21 22:00,15.1,355.9,1.2,0,80
904,사상,2023-03-21 23:00,15.7,17.4,1.5,0,81
904,사상,2023-03-22 00:00,15.3,26.8,2.9,0,78
904,사상,2023-03-22 01:00,15.2,336,.5,0,80
904,사상,2023-03-22 02:00,15.2,338.9,1.8,0,81
904,사상,2023-03-22 03:00,13.5,0,.4,0,88
904,사상,2023-03-22 04:00,12.8,349.9,.5,0,91
904,사상,2023-03-22 05:00,14.2,262.2,1.3,0,87
904,사상,2023-03-22 06:00,15.1,327.1,1.4,0,83
904,사상,2023-03-22 07:00,16.1,22.1,1.8,0,79
904,사상,2023-03-22 08:00,16.8,85.2,2.9,0,75
904,사상,2023-03-22 09:00,17.6,111.1,2,0,73
904,사상,2023-03-22 10:00,18.2,112.7,1.8,0,70
904,사상,2023-03-22 11:00,18.7,171.6,1.6,0,70
904,사상,2023-03-22 12:00,19.7,112.7,2.3,0,65
904,사상,2023-03-22 13:00,19.9,123.9,2.6,0,63
904,사상,2023-03-22 14:00,19.3,158.2,2.3,0,66
904,사상,2023-03-22 15:00,19.4,157.7,2.7,0,68
904,사상,2023-03-22 16:00,19.1,174.3,3.4,0,67
904,사상,2023-03-22 17:00,18.7,170.8,3.1,0,68
904,사상,2023-03-22 18:00,18.5,351.3,1.1,0,68
904,사상,2023-03-22 19:00,17.9,154,2.1,0,72
904,사상,2023-03-22 20:00,17.3,190,2.1,0,78
904,사상,2023-03-22 21:00,16,294.8,.8,2.5,90
904,사상,2023-03-22 22:00,15.5,296.5,1.3,1,93
904,사상,2023-03-22 23:00,15.3,271.4,.9,1,94
904,사상,2023-03-23 00:00,15.1,280.6,.8,3,96
904,사상,2023-03-23 01:00,15.2,0,.4,2,98
904,사상,2023-03-23 02:00,15,242.5,1.1,3,98
904,사상,2023-03-23 03:00,15.1,0,.3,1.5,99
904,사상,2023-03-23 04:00,15,299.1,.5,3.5,98
904,사상,2023-03-23 05:00,14.9,0,.4,3,99
904,사상,2023-03-23 06:00,15.5,40.4,1,1.5,99
904,사상,2023-03-23 07:00,15.6,35.4,1.6,.5,98
904,사상,2023-03-23 08:00,15.7,33.5,3,.5,97
904,사상,2023-03-23 09:00,15.8,39.6,2,5,97
904,사상,2023-03-23 10:00,15.8,30.6,2.7,8.5,98
904,사상,2023-03-23 11:00,15.6,31.4,4.5,12,98
904,사상,2023-03-23 12:00,16,33.7,3.5,3.5,96
904,사상,2023-03-23 13:00,16.4,27.7,4.1,0,88
904,사상,2023-03-23 14:00,16.1,33,4.4,0,85
904,사상,2023-03-23 15:00,16.7,33.4,4.9,0,80
904,사상,2023-03-23 16:00,16.8,28.5,3.1,0,80
904,사상,2023-03-23 17:00,16.5,33.5,3,0,80
904,사상,2023-03-23 18:00,16.5,31.3,2,0,81
904,사상,2023-03-23 19:00,16.1,348,1.9,0,83
904,사상,2023-03-23 20:00,15.7,313.6,1.2,0,85
904,사상,2023-03-23 21:00,15.3,204.4,2.5,0,90
904,사상,2023-03-23 22:00,14.9,205.3,.7,0,94
904,사상,2023-03-23 23:00,14.9,0,0,0,93
904,사상,2023-03-24 00:00,14.8,0,.4,0,94
904,사상,2023-03-24 01:00,14.4,0,.2,0,96
904,사상,2023-03-24 02:00,14.6,193.1,2.2,0,96
904,사상,2023-03-24 03:00,14.8,185.2,1.2,0,95
904,사상,2023-03-24 04:00,14.6,0,.2,0,95
904,사상,2023-03-24 05:00,14.8,164.3,1.5,0,91
904,사상,2023-03-24 06:00,14.5,147.1,1.8,0,88
904,사상,2023-03-24 07:00,14.5,44.4,2.4,0,79
904,사상,2023-03-24 08:00,14.6,56.1,2.9,0,73
904,사상,2023-03-24 09:00,15,72.4,3.5,0,71
904,사상,2023-03-24 10:00,15.4,63.5,3.5,0,66
904,사상,2023-03-24 11:00,16.1,64.4,3,0,65
904,사상,2023-03-24 12:00,15.8,58.8,4,0,61
904,사상,2023-03-24 13:00,16.5,54.6,3.5,0,58
904,사상,2023-03-24 14:00,15.1,68.4,4.3,0,56
904,사상,2023-03-24 15:00,14.4,62.7,4,0,57
904,사상,2023-03-24 16:00,13.7,64.2,4.6,0,56
904,사상,2023-03-24 17:00,12.3,70.5,3.8,0,67
904,사상,2023-03-24 18:00,11.6,64.8,3.5,.5,70
904,사상,2023-03-24 19:00,10.6,70,2.6,.5,76
904,사상,2023-03-24 20:00,10.4,45.8,3.9,1,76
904,사상,2023-03-24 21:00,9.8,42.1,2.8,.5,81
904,사상,2023-03-24 22:00,9.1,37.6,3.1,1,89
904,사상,2023-03-24 23:00,9.2,14.5,1.5,0,90
904,사상,2023-03-25 00:00,9.6,17,2.4,0,84
904,사상,2023-03-25 01:00,9.9,30.1,2.9,0,80
904,사상,2023-03-25 02:00,10.1,25.9,3.4,0,77
904,사상,2023-03-25 03:00,10.1,29.2,3.5,0,77
904,사상,2023-03-25 04:00,9.8,32.8,3.2,0,76
904,사상,2023-03-25 05:00,10.2,49.6,1.9,0,68
904,사상,2023-03-25 06:00,10.4,39.1,4.3,0,69
904,사상,2023-03-25 07:00,9.8,34.8,3.3,0,74
904,사상,2023-03-25 08:00,10.6,28.7,3.4,0,73
904,사상,2023-03-25 09:00,11.1,31.1,4.3,0,68
904,사상,2023-03-25 10:00,12,36.5,4.1,0,63
904,사상,2023-03-25 11:00,12.5,35.4,4.8,0,61
904,사상,2023-03-25 12:00,13.9,57.9,3.3,0,56
904,사상,2023-03-25 13:00,13.8,72.9,3.4,0,55
904,사상,2023-03-25 14:00,14.5,83.2,2.9,0,53
904,사상,2023-03-25 15:00,14.6,52.2,2.4,0,55
904,사상,2023-03-25 16:00,15,22.1,3.8,0,52
904,사상,2023-03-25 17:00,15.3,35.4,2.3,0,50
904,사상,2023-03-25 18:00,12.9,128.2,2.5,0,60
904,사상,2023-03-25 19:00,11.4,100.4,1.2,0,65
904,사상,2023-03-25 20:00,11.3,63.3,2,0,64
904,사상,2023-03-25 21:00,11.2,52.7,3.3,0,64
904,사상,2023-03-25 22:00,11.1,55.7,3,0,65
904,사상,2023-03-25 23:00,10.3,33.9,3.2,0,70
904,사상,2023-03-26 00:00,10.2,16.8,2,0,70
904,사상,2023-03-26 01:00,10,24.7,2.1,0,72
904,사상,2023-03-26 02:00,10,28.8,2.3,0,71
904,사상,2023-03-26 03:00,9.6,21.8,1.8,0,74
904,사상,2023-03-26 04:00,9.7,24.5,2,0,74
904,사상,2023-03-26 05:00,9.6,7.8,2,0,76
904,사상,2023-03-26 06:00,9.6,30.8,3,0,75
904,사상,2023-03-26 07:00,9.5,340.9,1.2,0,76
904,사상,2023-03-26 08:00,9.8,336.5,.7,0,78
904,사상,2023-03-26 09:00,10.4,346,1.7,0,75
904,사상,2023-03-26 10:00,11.6,340.9,2.2,0,66
904,사상,2023-03-26 11:00,12.8,272,1.2,0,63
904,사상,2023-03-26 12:00,15.3,242.3,1.8,0,60
904,사상,2023-03-26 13:00,16,273.4,1.5,0,53
904,사상,2023-03-26 14:00,15,210.8,5.9,0,66
904,사상,2023-03-26 15:00,15.3,217.2,5.6,0,62
904,사상,2023-03-26 16:00,16.1,158.6,2.8,0,58
904,사상,2023-03-26 17:00,14.4,145.6,2.9,0,64
904,사상,2023-03-26 18:00,13.5,187,3.3,0,72
904,사상,2023-03-26 19:00,12.8,171.9,2.4,.5,76
904,사상,2023-03-26 20:00,13,106.9,1,0,76
904,사상,2023-03-26 21:00,12.2,337.5,.6,0,84
904,사상,2023-03-26 22:00,11.2,34.2,1,0,89
904,사상,2023-03-26 23:00,10.6,0,.3,0,93
904,사상,2023-03-27 00:00,9.8,13.5,1.6,0,94
904,사상,2023-03-27 01:00,10.9,27.6,2.1,0,90
904,사상,2023-03-27 02:00,9.7,342.9,1.8,0,93
904,사상,2023-03-27 03:00,8.3,314.4,1.1,0,89
904,사상,2023-03-27 04:00,8.2,324.6,2.4,0,79
904,사상,2023-03-27 05:00,7.8,332.8,2.5,0,76
904,사상,2023-03-27 06:00,7.4,314.5,3,0,62
904,사상,2023-03-27 07:00,6.9,323.8,2.8,0,54
904,사상,2023-03-27 08:00,7.4,318.1,2.6,0,50
904,사상,2023-03-27 09:00,9,313.6,3.3,0,40
904,사상,2023-03-27 10:00,11.5,300.9,2.8,0,36
904,사상,2023-03-27 11:00,12.7,296.5,2.3,0,26
904,사상,2023-03-27 12:00,14.9,271.6,1.6,0,26
904,사상,2023-03-27 13:00,15.8,284,2,0,18
904,사상,2023-03-27 14:00,16.3,280.7,2.2,0,22
904,사상,2023-03-27 15:00,16.1,251.4,3.1,0,26
904,사상,2023-03-27 16:00,15.7,211.9,4.1,0,25
904,사상,2023-03-27 17:00,15,191.4,3.4,0,29
904,사상,2023-03-27 18:00,14,169.6,2.9,0,30
904,사상,2023-03-27 19:00,12.9,121.6,2.1,0,40
904,사상,2023-03-27 20:00,10.5,193,1.6,0,52
904,사상,2023-03-27 21:00,9.8,42.5,1,0,57
904,사상,2023-03-27 22:00,8.3,16,1.6,0,71
904,사상,2023-03-27 23:00,8.1,18.2,2,0,80
904,사상,2023-03-28 00:00,7.4,287,1.4,0,79
904,사상,2023-03-28 01:00,6.5,323.1,2,0,85
904,사상,2023-03-28 02:00,5.6,.5,1,0,88
904,사상,2023-03-28 03:00,6.1,20.3,2.3,0,84
904,사상,2023-03-28 04:00,5.5,320.1,1.9,0,88
904,사상,2023-03-28 05:00,4.5,324.3,1.3,0,90
904,사상,2023-03-28 06:00,4.6,2.6,2,0,91
904,사상,2023-03-28 07:00,4.9,7.2,2,0,87
904,사상,2023-03-28 08:00,7.8,331,2,0,76
904,사상,2023-03-28 09:00,10.2,349.1,2.7,0,54
904,사상,2023-03-28 10:00,13.2,353.3,.7,0,43
904,사상,2023-03-28 11:00,15.1,221.2,2.2,0,49
904,사상,2023-03-28 12:00,15.9,205.9,3.7,0,43
904,사상,2023-03-28 13:00,16.4,197.6,4.9,0,34
904,사상,2023-03-28 14:00,16.5,207.1,5.3,0,40
904,사상,2023-03-28 15:00,15.5,200.3,6.8,0,48
904,사상,2023-03-28 16:00,15.8,205.5,6.2,0,47
904,사상,2023-03-28 17:00,15.4,206.2,6.2,0,45
904,사상,2023-03-28 18:00,14.3,207.7,5,0,57
904,사상,2023-03-28 19:00,14,192.6,4.4,0,56
904,사상,2023-03-28 20:00,13.6,189.1,3.1,0,59
904,사상,2023-03-28 21:00,13.3,196.6,3.5,0,62
904,사상,2023-03-28 22:00,11.8,185.6,1.5,0,73
904,사상,2023-03-28 23:00,9.4,312.7,.7,0,83
904,사상,2023-03-29 00:00,9.1,0,0,0,82
904,사상,2023-03-29 01:00,7,0,.2,0,92
904,사상,2023-03-29 02:00,7.3,276.8,1.8,0,89
904,사상,2023-03-29 03:00,6.5,31.1,1.9,0,90
904,사상,2023-03-29 04:00,6.2,15.4,1.4,0,90
904,사상,2023-03-29 05:00,6.6,23.1,1.4,0,92
904,사상,2023-03-29 06:00,6.5,33.4,1.8,0,92
904,사상,2023-03-29 07:00,6.7,334.3,1.7,0,87
904,사상,2023-03-29 08:00,9.7,356.6,1.8,0,77
904,사상,2023-03-29 09:00,11.6,353.6,1.9,0,62
904,사상,2023-03-29 10:00,13.9,325.7,1.6,0,54
904,사상,2023-03-29 11:00,16.7,296.1,.7,0,44
904,사상,2023-03-29 12:00,17.4,214.9,3.2,0,42
904,사상,2023-03-29 13:00,17.6,209,4,0,42
904,사상,2023-03-29 14:00,17,214.8,5.2,0,46
904,사상,2023-03-29 15:00,17.1,220,5.4,0,46
904,사상,2023-03-29 16:00,17.5,196.3,3.3,0,45
904,사상,2023-03-29 17:00,17.3,115,1.7,0,46
904,사상,2023-03-29 18:00,16.2,160.6,1.7,0,49
904,사상,2023-03-29 19:00,15.3,137.5,1.6,0,52
904,사상,2023-03-29 20:00,13.8,174.6,1.5,0,57
904,사상,2023-03-29 21:00,12,355.7,.6,0,67
904,사상,2023-03-29 22:00,9.9,359,.6,0,75
904,사상,2023-03-29 23:00,8.8,13.4,1,0,85
904,사상,2023-03-30 00:00,8.3,347.5,.9,0,86
904,사상,2023-03-30 01:00,7.8,334.4,1.3,0,88
904,사상,2023-03-30 02:00,9.1,36,.8,0,85
904,사상,2023-03-30 03:00,7.6,13.9,1.3,0,90
904,사상,2023-03-30 04:00,7.5,0,.3,0,96
904,사상,2023-03-30 05:00,6.9,6.9,1.3,0,93
904,사상,2023-03-30 06:00,6.4,1.7,1.1,0,94
904,사상,2023-03-30 07:00,7.3,347,1.2,0,94
904,사상,2023-03-30 08:00,10,325.3,2.3,0,78
904,사상,2023-03-30 09:00,12.1,330.3,2.1,0,64
904,사상,2023-03-30 10:00,14.7,259.6,1.2,0,52
904,사상,2023-03-30 11:00,17.7,196.4,.6,0,49
904,사상,2023-03-30 12:00,19.4,238.3,.8,0,38
904,사상,2023-03-30 13:00,21.6,224.6,1.8,0,32
904,사상,2023-03-30 14:00,19.6,213.5,6.3,0,28
904,사상,2023-03-30 15:00,19.2,217.2,4.8,0,32
904,사상,2023-03-30 16:00,18.9,216.7,4.6,0,35
904,사상,2023-03-30 17:00,18.6,217.2,4.1,0,36
904,사상,2023-03-30 18:00,17.3,205.9,3.4,0,37
904,사상,2023-03-30 19:00,15,195.1,2,0,56
904,사상,2023-03-30 20:00,13.5,215.2,.5,0,63
904,사상,2023-03-30 21:00,12.3,1.5,.6,0,65
904,사상,2023-03-30 22:00,11.8,351.7,1.3,0,71
904,사상,2023-03-30 23:00,11.4,334.9,.8,0,70
904,사상,2023-03-31 00:00,11.6,39,2,0,67
904,사상,2023-03-31 01:00,10,1.5,.7,0,76
904,사상,2023-03-31 02:00,10.1,0,.2,0,81
904,사상,2023-03-31 03:00,9.9,2.4,1.4,0,79
904,사상,2023-03-31 04:00,9.8,14.1,1.2,0,76
904,사상,2023-03-31 05:00,10,13.5,.6,0,74
904,사상,2023-03-31 06:00,9.7,27.8,1.9,0,73
904,사상,2023-03-31 07:00,8.6,353.5,1.4,0,77
904,사상,2023-03-31 08:00,12.7,313.3,.8,0,64
904,사상,2023-03-31 09:00,15.7,318.4,1.1,0,40
904,사상,2023-03-31 10:00,19,297.1,1.2,0,34
904,사상,2023-03-31 11:00,20.7,269.4,1.6,0,27
904,사상,2023-03-31 12:00,22.4,251.6,2,0,21
904,사상,2023-03-31 13:00,23.7,200.5,3.6,0,18
904,사상,2023-03-31 14:00,23.9,121.8,3.2,0,15
904,사상,2023-03-31 15:00,23.1,131.2,3.8,0,18
904,사상,2023-03-31 16:00,22.3,129.2,3.6,0,20
904,사상,2023-03-31 17:00,20.9,142.2,3,0,25
904,사상,2023-03-31 18:00,19.4,145.6,2.3,0,31
904,사상,2023-03-31 19:00,18.1,143.6,1.6,0,35
904,사상,2023-03-31 20:00,15.8,302.8,1.5,0,44
904,사상,2023-03-31 21:00,15,283.1,1,0,49
904,사상,2023-03-31 22:00,12.5,353,1,0,62
904,사상,2023-03-31 23:00,11.4,48.8,.8,0,74
904,사상,2023-04-01 00:00,11.4,212.6,.6,0,71
904,사상,2023-04-01 01:00,9.5,34.6,1.6,0,77
904,사상,2023-04-01 02:00,9.9,6.2,1.7,0,80
904,사상,2023-04-01 03:00,9.9,9.9,1.7,0,76
904,사상,2023-04-01 04:00,9.8,22.3,2.4,0,76
904,사상,2023-04-01 05:00,9.2,29.6,1.7,0,82
904,사상,2023-04-01 06:00,9.3,17.6,2.4,0,80
904,사상,2023-04-01 07:00,9.7,3.2,1.4,0,80
904,사상,2023-04-01 08:00,12.1,30.5,3.1,0,63
904,사상,2023-04-01 09:00,14.4,351.6,2.2,0,55
904,사상,2023-04-01 10:00,17.5,23.4,2.5,0,44
904,사상,2023-04-01 11:00,20.5,293.5,1.6,0,38
904,사상,2023-04-01 12:00,22.3,55.7,2.5,0,36
904,사상,2023-04-01 13:00,22.3,57.8,3.7,0,32
904,사상,2023-04-01 14:00,22,57.9,3.9,0,38
904,사상,2023-04-01 15:00,21.4,83.7,4,0,32
904,사상,2023-04-01 16:00,20.5,62.8,5.3,0,28
904,사상,2023-04-01 17:00,20.4,73,3.1,0,33
904,사상,2023-04-01 18:00,19.4,54.5,3.6,0,35
904,사상,2023-04-01 19:00,17.9,64,2.2,0,34
904,사상,2023-04-01 20:00,17.2,37.8,4,0,34
904,사상,2023-04-01 21:00,16.1,40.2,3.1,0,42
904,사상,2023-04-01 22:00,15.3,43.5,3.7,0,53
904,사상,2023-04-01 23:00,14.5,32.2,3.1,0,65
904,사상,2023-04-02 00:00,13.8,49.3,2.9,0,71
904,사상,2023-04-02 01:00,12.6,300,2.7,0,75
904,사상,2023-04-02 02:00,12.4,22,3.5,0,75
904,사상,2023-04-02 03:00,12.3,36.1,4.3,0,74
904,사상,2023-04-02 04:00,12,238.8,3.4,0,74
904,사상,2023-04-02 05:00,11.8,270.6,3.1,0,74
904,사상,2023-04-02 06:00,11.5,292.6,2.8,0,75
904,사상,2023-04-02 07:00,11.8,357.1,2.6,0,75
904,사상,2023-04-02 08:00,13.9,30,3.7,0,63
904,사상,2023-04-02 09:00,15.3,38.2,5.2,0,55
904,사상,2023-04-02 10:00,17.4,33.2,4.8,0,47
904,사상,2023-04-02 11:00,19.3,39.7,7,0,31
904,사상,2023-04-02 12:00,20.6,47.7,6.4,0,26
904,사상,2023-04-02 13:00,19.9,43.3,6.2,0,31
904,사상,2023-04-02 14:00,20.6,62.6,4.8,0,33
904,사상,2023-04-02 15:00,19.7,62.4,7.4,0,30
904,사상,2023-04-02 16:00,19.6,66.5,7.3,0,29
904,사상,2023-04-02 17:00,18.9,63.3,4.8,0,33
904,사상,2023-04-02 18:00,17.1,66.9,5,0,39
904,사상,2023-04-02 19:00,15.6,44.6,4.1,0,42
904,사상,2023-04-02 20:00,14.4,32.9,4.6,0,49
904,사상,2023-04-02 21:00,14,37.6,4.2,0,52
904,사상,2023-04-02 22:00,13.2,31.7,4.9,0,63
904,사상,2023-04-02 23:00,13.2,36.5,4.2,0,59
904,사상,2023-04-03 00:00,12,320.1,3,0,68
904,사상,2023-04-03 01:00,12,17.9,3.2,0,69
904,사상,2023-04-03 02:00,12.4,39.8,4.3,0,68
904,사상,2023-04-03 03:00,12.1,32.3,3,0,69
904,사상,2023-04-03 04:00,12.2,40.4,2.2,0,68
904,사상,2023-04-03 05:00,11.6,11.7,2,0,72
904,사상,2023-04-03 06:00,11.3,1.5,1.7,0,74
904,사상,2023-04-03 07:00,12.4,37.9,3,0,69
904,사상,2023-04-03 08:00,14,43.8,5.2,0,60
904,사상,2023-04-03 09:00,15.2,40.5,6.1,0,54
904,사상,2023-04-03 10:00,16.6,57.6,4.6,0,49
904,사상,2023-04-03 11:00,18.1,66.5,4.9,0,39
904,사상,2023-04-03 12:00,19.2,49.4,5.7,0,34
904,사상,2023-04-03 13:00,20.4,57,5,0,31
904,사상,2023-04-03 14:00,20.6,33.2,6.1,0,27
904,사상,2023-04-03 15:00,20.6,38.5,4.4,0,30
904,사상,2023-04-03 16:00,19.6,63.5,3.7,0,30
904,사상,2023-04-03 17:00,18.5,63.2,3.4,0,33
904,사상,2023-04-03 18:00,17.2,63.2,3.6,0,40
904,사상,2023-04-03 19:00,15,76.3,3,0,57
904,사상,2023-04-03 20:00,14.5,61.1,2.9,0,52
904,사상,2023-04-03 21:00,13.5,68,3.2,0,62
904,사상,2023-04-03 22:00,13.1,43.2,5,0,66
904,사상,2023-04-03 23:00,12.9,43.3,4.7,0,67
904,사상,2023-04-04 00:00,12.1,35.1,2.6,0,70
904,사상,2023-04-04 01:00,12.3,35,3.1,0,69
904,사상,2023-04-04 02:00,11.4,4.6,1.4,0,75
904,사상,2023-04-04 03:00,11.5,21.7,2.5,0,74
904,사상,2023-04-04 04:00,10.9,352.9,1.5,0,77
904,사상,2023-04-04 05:00,10.4,38.1,1.6,0,80
904,사상,2023-04-04 06:00,9.9,12.5,1.2,0,81
904,사상,2023-04-04 07:00,11.1,18.9,1.3,0,79
904,사상,2023-04-04 08:00,12.9,333.4,1.5,0,73
904,사상,2023-04-04 09:00,14.3,8.3,2,0,68
904,사상,2023-04-04 10:00,16.2,2.5,.8,0,61
904,사상,2023-04-04 11:00,18.4,133.6,2.3,0,52
904,사상,2023-04-04 12:00,19.3,182.1,3.4,0,47
904,사상,2023-04-04 13:00,19.7,160,2.6,0,51
904,사상,2023-04-04 14:00,19,224.9,4.4,0,57
904,사상,2023-04-04 15:00,19,216.3,5,0,62
904,사상,2023-04-04 16:00,18,225.2,4.3,0,65
904,사상,2023-04-04 17:00,17.6,226.5,2.9,0,68
904,사상,2023-04-04 18:00,17,263.3,.6,0,71
904,사상,2023-04-04 19:00,16.7,304.3,1.7,0,71
904,사상,2023-04-04 20:00,17.7,51.8,2.2,0,63
904,사상,2023-04-04 21:00,16.7,145.5,2.5,0,76
904,사상,2023-04-04 22:00,17,138.2,2.8,0,73
904,사상,2023-04-04 23:00,17.7,130.9,3.8,0,64
904,사상,2023-04-05 00:00,16.9,130.7,2.4,0,72
904,사상,2023-04-05 01:00,16.2,139,2.8,.5,82
904,사상,2023-04-05 02:00,16.2,140.5,2.5,1,82
904,사상,2023-04-05 03:00,16.7,166,3.7,1,75
904,사상,2023-04-05 04:00,16.6,167.8,2.9,0,76
904,사상,2023-04-05 05:00,17,175.7,5.5,0,70
904,사상,2023-04-05 06:00,16.6,176.3,4.9,0,74
904,사상,2023-04-05 07:00,16.1,164.1,5.1,.5,77
904,사상,2023-04-05 08:00,15.5,167.3,5.6,1,83
904,사상,2023-04-05 09:00,15.2,157.5,4.5,2,87
904,사상,2023-04-05 10:00,15.3,161.6,4.6,1,90
904,사상,2023-04-05 11:00,15.5,170.6,4.7,1,90
904,사상,2023-04-05 12:00,15.9,179.7,5.7,3,91
904,사상,2023-04-05 13:00,16.1,185.9,7.8,5.5,90
904,사상,2023-04-05 14:00,16,180.5,8.2,7,91
904,사상,2023-04-05 15:00,16.6,186.6,10,3.5,90
904,사상,2023-04-05 16:00,16.7,192.7,11,3,91
904,사상,2023-04-05 17:00,16.3,194.6,9.5,6,95
904,사상,2023-04-05 18:00,16.5,191.4,8.2,5.5,96
904,사상,2023-04-05 19:00,15.9,196.4,6.3,4.5,98
904,사상,2023-04-05 20:00,16.2,181.3,4.5,1,94
904,사상,2023-04-05 21:00,16.4,193.3,4.7,0,89
904,사상,2023-04-05 22:00,15.5,193.2,4.4,0,92
904,사상,2023-04-05 23:00,15.4,186.9,2.7,0,92
904,사상,2023-04-06 00:00,15.2,226.5,3.1,0,88
904,사상,2023-04-06 01:00,14.6,240.8,2.6,0,88
904,사상,2023-04-06 02:00,13.5,222.4,2.8,0,83
904,사상,2023-04-06 03:00,13,211.8,4.8,0,80
904,사상,2023-04-06 04:00,12.4,231.3,3.2,0,81
904,사상,2023-04-06 05:00,11.9,214.1,3.7,0,82
904,사상,2023-04-06 06:00,11.4,212.2,4.5,0,81
904,사상,2023-04-06 07:00,11.3,215.1,3.7,0,82
904,사상,2023-04-06 08:00,11.9,243.5,4.8,0,76
904,사상,2023-04-06 09:00,12.2,278.7,3,0,75
904,사상,2023-04-06 10:00,13,220.1,3.9,0,73
904,사상,2023-04-06 11:00,14.2,198.9,4.8,0,73
904,사상,2023-04-06 12:00,15,208.4,6.4,0,73
904,사상,2023-04-06 13:00,15.5,219.6,6.1,0,67
904,사상,2023-04-06 14:00,15.9,217,6.4,0,68
904,사상,2023-04-06 15:00,16.2,230.6,5.3,0,66
904,사상,2023-04-06 16:00,15.8,228.4,5.4,0,67
904,사상,2023-04-06 17:00,15.3,222.1,6,0,70
904,사상,2023-04-06 18:00,14.4,237.7,4.1,0,73
904,사상,2023-04-06 19:00,13.9,217,3,0,77
904,사상,2023-04-06 20:00,13.7,250.2,1.6,0,78
904,사상,2023-04-06 21:00,13.7,251.5,1.9,0,77
904,사상,2023-04-06 22:00,13.6,319.4,1.9,0,70
