지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
941,2022-05-24 20:00,23.1,246.2,1.2,0.0,61.4
941,2022-05-24 21:00,22.9,294.0,0.7,0.0,60.4
941,2022-05-24 22:00,21.9,60.4,1.1,0.0,63.5
941,2022-05-24 23:00,20.9,303.1,1.0,0.0,72.6
941,2022-05-25 00:00,19.9,269.7,0.6,0.0,73.2
941,2022-05-25 01:00,19.5,0.0,0.3,0.0,74.6
941,2022-05-25 02:00,18.8,0.0,0.2,0.0,76.6
941,2022-05-25 03:00,18.6,342.2,0.9,0.0,80.7
941,2022-05-25 04:00,18.2,269.6,0.7,0.0,84.4
941,2022-05-25 05:00,17.6,349.1,0.6,0.0,83.0
941,2022-05-25 06:00,18.3,347.9,1.0,0.0,83.5
941,2022-05-25 07:00,20.0,303.3,1.0,0.0,81.4
941,2022-05-25 08:00,22.4,318.8,1.2,0.0,67.7
941,2022-05-25 09:00,23.5,247.7,2.7,0.0,59.5
941,2022-05-25 10:00,25.5,246.8,2.5,0.0,52.1
941,2022-05-25 11:00,27.4,245.9,3.3,0.0,44.8
941,2022-05-25 12:00,27.9,220.7,2.8,0.0,39.0
941,2022-05-25 13:00,28.5,216.9,3.7,0.0,42.6
941,2022-05-25 14:00,28.0,227.8,3.0,0.0,46.6
941,2022-05-25 15:00,27.1,243.5,4.4,0.0,46.6
941,2022-05-25 16:00,27.3,219.5,3.5,0.0,42.0
941,2022-05-25 17:00,26.2,237.4,3.7,0.0,46.4
941,2022-05-25 18:00,25.6,213.5,3.2,0.0,44.4
941,2022-05-25 19:00,24.2,229.5,3.3,0.0,49.5
941,2022-05-25 20:00,23.2,211.4,1.8,0.0,51.1
941,2022-05-25 21:00,22.4,172.9,1.4,0.0,51.0
941,2022-05-25 22:00,22.2,196.9,2.0,0.0,51.6
941,2022-05-25 23:00,22.1,235.4,1.9,0.0,52.9
941,2022-05-26 00:00,21.4,221.2,1.0,0.0,57.2
941,2022-05-26 01:00,21.3,205.5,1.4,0.0,57.5
941,2022-05-26 02:00,21.1,192.6,3.0,0.0,61.5
941,2022-05-26 03:00,20.9,214.9,3.4,0.0,64.6
941,2022-05-26 04:00,20.1,184.4,2.0,0.0,68.9
941,2022-05-26 05:00,19.9,229.4,2.1,0.0,70.7
941,2022-05-26 06:00,19.9,253.2,2.0,0.0,73.0
941,2022-05-26 07:00,20.9,244.1,2.0,0.0,65.0
941,2022-05-26 08:00,21.9,245.2,2.2,0.0,56.9
941,2022-05-26 09:00,23.5,295.4,2.8,0.0,52.7
941,2022-05-26 10:00,24.2,266.2,2.6,0.0,47.8
941,2022-05-26 11:00,24.6,226.5,3.1,0.0,44.3
941,2022-05-26 12:00,26.2,229.5,2.6,0.0,40.5
941,2022-05-26 13:00,27.2,230.5,4.2,0.0,37.3
941,2022-05-26 14:00,27.5,223.7,4.0,0.0,31.5
941,2022-05-26 15:00,27.3,232.2,3.4,0.0,30.7
941,2022-05-26 16:00,26.7,233.8,4.2,0.0,40.2
941,2022-05-26 17:00,25.7,246.5,2.3,0.0,43.6
941,2022-05-26 18:00,24.6,204.6,2.7,0.0,43.2
941,2022-05-26 19:00,22.5,275.1,1.7,0.0,52.6
941,2022-05-26 20:00,21.4,64.8,2.2,0.0,55.3
941,2022-05-26 21:00,20.6,10.3,0.8,0.0,58.0
941,2022-05-26 22:00,19.0,0.0,0.3,0.0,67.0
941,2022-05-26 23:00,19.0,343.7,1.3,0.0,67.7
941,2022-05-27 00:00,17.3,224.9,0.6,0.0,78.4
941,2022-05-27 01:00,17.0,0.0,0.2,0.0,79.3
941,2022-05-27 02:00,16.0,315.6,0.5,0.0,85.5
941,2022-05-27 03:00,15.7,334.2,0.7,0.0,78.3
941,2022-05-27 04:00,14.8,0.0,0.3,0.0,87.4
941,2022-05-27 05:00,14.7,0.0,0.4,0.0,82.6
941,2022-05-27 06:00,16.1,331.8,0.7,0.0,76.3
941,2022-05-27 07:00,18.4,334.3,1.1,0.0,67.5
941,2022-05-27 08:00,21.7,240.3,2.4,0.0,36.5
941,2022-05-27 09:00,23.6,233.3,4.0,0.0,31.6
941,2022-05-27 10:00,25.0,220.9,4.1,0.0,28.3
941,2022-05-27 11:00,26.4,227.8,4.2,0.0,30.8
941,2022-05-27 12:00,26.3,225.7,5.2,0.0,31.9
941,2022-05-27 13:00,27.8,220.9,6.4,0.0,32.2
941,2022-05-27 14:00,27.6,222.5,5.9,0.0,32.5
941,2022-05-27 15:00,28.5,229.6,5.6,0.0,35.4
941,2022-05-27 16:00,28.1,246.1,4.4,0.0,36.7
941,2022-05-27 17:00,27.9,245.6,4.7,0.0,37.3
941,2022-05-27 18:00,27.0,224.2,4.3,0.0,40.0
941,2022-05-27 19:00,25.9,213.2,4.0,0.0,40.1
941,2022-05-27 20:00,24.3,208.9,3.6,0.0,46.3
941,2022-05-27 21:00,23.1,225.3,2.2,0.0,50.3
941,2022-05-27 22:00,22.2,256.2,1.3,0.0,54.0
941,2022-05-27 23:00,20.8,257.4,0.7,0.0,47.3
941,2022-05-28 00:00,20.1,233.3,0.5,0.0,45.3
941,2022-05-28 01:00,19.9,32.2,0.8,0.0,48.1
941,2022-05-28 02:00,18.7,0.0,0.2,0.0,50.3
941,2022-05-28 03:00,17.3,287.7,0.6,0.0,72.6
941,2022-05-28 04:00,16.8,0.0,0.4,0.0,71.7
941,2022-05-28 05:00,17.0,348.6,0.9,0.0,61.6
941,2022-05-28 06:00,17.2,3.9,1.8,0.0,66.5
941,2022-05-28 07:00,19.3,347.4,2.2,0.0,64.8
941,2022-05-28 08:00,21.5,332.2,1.5,0.0,52.1
941,2022-05-28 09:00,24.6,258.5,1.0,0.0,41.6
941,2022-05-28 10:00,26.6,233.5,3.0,0.0,31.9
941,2022-05-28 11:00,27.6,283.2,2.4,0.0,28.3
941,2022-05-28 12:00,29.2,287.5,3.5,0.0,24.7
941,2022-05-28 13:00,29.9,290.4,3.2,0.0,24.5
941,2022-05-28 14:00,30.1,230.4,3.2,0.0,30.1
941,2022-05-28 15:00,28.9,218.4,3.8,0.0,30.0
941,2022-05-28 16:00,28.6,201.0,2.9,0.0,30.4
941,2022-05-28 17:00,27.4,215.1,3.4,0.0,38.8
941,2022-05-28 18:00,26.1,214.1,3.6,0.0,37.5
941,2022-05-28 19:00,25.1,200.7,2.4,0.0,38.8
941,2022-05-28 20:00,23.9,204.8,2.0,0.0,36.9
941,2022-05-28 21:00,23.3,209.4,3.3,0.0,33.0
941,2022-05-28 22:00,21.8,341.5,1.0,0.0,44.4
941,2022-05-28 23:00,21.0,23.9,0.9,0.0,49.4
941,2022-05-29 00:00,19.6,347.3,1.6,0.0,60.4
941,2022-05-29 01:00,19.4,349.2,1.9,0.0,57.6
941,2022-05-29 02:00,18.4,350.4,0.9,0.0,63.8
941,2022-05-29 03:00,16.8,249.9,0.9,0.0,74.9
941,2022-05-29 04:00,16.0,0.0,0.1,0.0,80.1
941,2022-05-29 05:00,15.2,0.0,0.3,0.0,79.6
941,2022-05-29 06:00,16.4,5.5,1.3,0.0,72.4
941,2022-05-29 07:00,19.8,265.3,0.9,0.0,55.4
941,2022-05-29 08:00,21.8,315.5,0.7,0.0,44.8
941,2022-05-29 09:00,23.6,250.6,1.8,0.0,44.3
941,2022-05-29 10:00,26.1,254.1,2.0,0.0,32.3
941,2022-05-29 11:00,27.4,230.6,3.2,0.0,29.9
941,2022-05-29 12:00,27.9,225.8,3.1,0.0,30.9
941,2022-05-29 13:00,28.5,237.9,3.6,0.0,27.0
941,2022-05-29 14:00,27.9,247.2,4.2,0.0,41.4
941,2022-05-29 15:00,27.3,240.9,4.1,0.0,33.3
941,2022-05-29 16:00,27.8,236.9,3.9,0.0,30.7
941,2022-05-29 17:00,26.5,233.4,3.6,0.0,30.5
941,2022-05-29 18:00,26.1,235.4,3.3,0.0,28.1
941,2022-05-29 19:00,23.9,241.9,2.7,0.0,44.8
941,2022-05-29 20:00,23.4,270.7,1.7,0.0,45.4
941,2022-05-29 21:00,23.4,234.7,1.4,0.0,44.3
941,2022-05-29 22:00,23.4,244.2,2.1,0.0,43.0
941,2022-05-29 23:00,22.7,336.4,0.9,0.0,48.5
941,2022-05-30 00:00,22.6,297.6,0.8,0.0,52.4
941,2022-05-30 01:00,21.9,0.0,0.4,0.0,54.9
941,2022-05-30 02:00,21.9,350.0,0.8,0.0,50.6
941,2022-05-30 03:00,21.9,358.9,1.1,0.0,49.3
941,2022-05-30 04:00,21.6,335.4,0.7,0.0,55.4
941,2022-05-30 05:00,19.7,274.1,0.9,0.0,64.5
941,2022-05-30 06:00,21.2,355.4,1.8,0.0,52.7
941,2022-05-30 07:00,20.0,163.4,1.0,0.0,65.6
941,2022-05-30 08:00,20.6,77.6,1.8,0.0,63.3
941,2022-05-30 09:00,21.8,60.4,2.5,0.0,50.9
941,2022-05-30 10:00,22.9,95.5,2.0,0.0,47.4
941,2022-05-30 11:00,24.4,270.7,1.5,0.0,45.8
941,2022-05-30 12:00,27.0,296.1,2.0,0.0,41.8
941,2022-05-30 13:00,26.6,257.2,2.7,0.0,47.2
941,2022-05-30 14:00,25.2,237.4,3.7,0.0,54.8
941,2022-05-30 15:00,26.8,238.3,3.4,0.0,48.3
941,2022-05-30 16:00,26.9,233.0,3.2,0.0,48.0
941,2022-05-30 17:00,24.9,235.9,3.4,0.0,54.7
941,2022-05-30 18:00,24.1,258.1,1.6,0.0,55.6
941,2022-05-30 19:00,22.7,48.0,2.3,0.0,55.3
941,2022-05-30 20:00,22.3,58.7,2.8,0.0,53.6
941,2022-05-30 21:00,22.2,68.6,2.7,0.0,53.7
941,2022-05-30 22:00,22.1,57.3,2.5,0.0,56.3
941,2022-05-30 23:00,21.9,55.3,1.6,0.0,57.6
941,2022-05-31 00:00,21.1,280.3,0.8,0.0,66.9
941,2022-05-31 01:00,19.3,0.0,0.3,0.0,74.6
941,2022-05-31 02:00,19.0,271.7,0.6,0.0,81.7
941,2022-05-31 03:00,18.9,0.0,0.3,0.0,81.6
941,2022-05-31 04:00,18.1,0.0,0.2,0.0,85.0
941,2022-05-31 05:00,17.9,292.7,0.6,0.0,84.0
941,2022-05-31 06:00,19.7,305.9,1.6,0.0,45.3
941,2022-05-31 07:00,21.8,292.9,0.8,0.0,39.5
941,2022-05-31 08:00,22.8,329.0,1.4,0.0,36.7
941,2022-05-31 09:00,24.3,0.3,1.4,0.0,28.8
941,2022-05-31 10:00,25.7,338.1,2.1,0.0,25.5
941,2022-05-31 11:00,27.5,343.5,3.6,0.0,20.9
941,2022-05-31 12:00,28.7,269.2,1.7,0.0,19.4
941,2022-05-31 13:00,29.3,63.0,3.2,0.0,21.4
941,2022-05-31 14:00,29.0,169.1,2.7,0.0,22.6
941,2022-05-31 15:00,27.7,146.7,2.6,0.0,25.4
941,2022-05-31 16:00,26.3,202.7,3.3,0.0,26.3
941,2022-05-31 17:00,26.5,151.4,3.0,0.0,24.4
941,2022-05-31 18:00,26.1,203.6,2.9,0.0,24.5
941,2022-05-31 19:00,24.7,195.3,2.9,0.0,26.4
941,2022-05-31 20:00,23.3,218.6,2.0,0.0,31.3
941,2022-05-31 21:00,22.3,144.4,1.5,0.0,32.9
941,2022-05-31 22:00,20.6,316.7,1.0,0.0,55.3
941,2022-05-31 23:00,19.6,257.7,0.9,0.0,58.5
941,2022-06-01 00:00,19.4,357.0,1.7,0.0,56.4
941,2022-06-01 01:00,19.0,254.2,0.7,0.0,61.7
941,2022-06-01 02:00,18.5,324.0,0.5,0.0,67.1
941,2022-06-01 03:00,18.8,299.5,0.8,0.0,63.7
941,2022-06-01 04:00,18.4,302.9,0.7,0.0,63.6
941,2022-06-01 05:00,18.1,302.4,0.7,0.0,68.0
941,2022-06-01 06:00,18.6,327.6,0.5,0.0,65.9
941,2022-06-01 07:00,19.8,306.9,0.9,0.0,65.0
941,2022-06-01 08:00,21.4,358.5,1.9,0.0,48.0
941,2022-06-01 09:00,25.0,277.3,1.3,0.0,40.5
941,2022-06-01 10:00,26.9,275.3,1.9,0.0,25.3
941,2022-06-01 11:00,28.7,216.5,1.5,0.0,19.6
941,2022-06-01 12:00,28.7,228.5,3.0,0.0,27.2
941,2022-06-01 13:00,28.3,246.2,3.5,0.0,26.8
941,2022-06-01 14:00,28.8,243.7,4.1,0.0,27.3
941,2022-06-01 15:00,28.1,235.7,3.9,0.0,24.1
941,2022-06-01 16:00,28.1,235.7,3.8,0.0,27.2
941,2022-06-01 17:00,26.0,223.6,4.2,0.0,40.0
941,2022-06-01 18:00,24.5,225.5,3.7,0.0,54.3
941,2022-06-01 19:00,23.1,229.6,3.2,0.0,56.0
941,2022-06-01 20:00,22.5,240.6,1.7,0.0,56.9
941,2022-06-01 21:00,22.1,192.0,1.3,0.0,53.5
941,2022-06-01 22:00,21.5,205.5,1.4,0.0,58.1
941,2022-06-01 23:00,21.2,219.9,3.2,0.0,53.4
941,2022-06-02 00:00,20.2,208.5,1.5,0.0,67.7
941,2022-06-02 01:00,20.3,212.8,2.8,0.0,72.0
941,2022-06-02 02:00,20.1,220.0,2.4,0.0,71.9
941,2022-06-02 03:00,19.6,212.9,2.6,0.0,76.4
941,2022-06-02 04:00,17.6,347.4,0.7,0.0,80.8
941,2022-06-02 05:00,16.9,339.7,0.7,0.0,85.5
941,2022-06-02 06:00,17.8,0.0,0.4,0.0,82.2
941,2022-06-02 07:00,19.4,278.0,1.0,0.0,74.9
941,2022-06-02 08:00,21.1,244.0,2.5,0.0,67.6
941,2022-06-02 09:00,22.7,250.5,2.7,0.0,62.7
941,2022-06-02 10:00,24.0,248.0,2.5,0.0,57.1
941,2022-06-02 11:00,25.1,246.6,3.3,0.0,51.4
941,2022-06-02 12:00,27.1,229.8,3.7,0.0,43.9
941,2022-06-02 13:00,27.6,236.4,4.4,0.0,41.5
941,2022-06-02 14:00,26.8,224.7,4.3,0.0,40.4
941,2022-06-02 15:00,27.9,234.5,3.8,0.0,41.2
941,2022-06-02 16:00,27.5,225.9,3.8,0.0,35.8
941,2022-06-02 17:00,27.9,215.4,2.8,0.0,35.6
941,2022-06-02 18:00,26.8,208.2,2.5,0.0,44.5
941,2022-06-02 19:00,24.7,197.0,2.5,0.0,48.0
941,2022-06-02 20:00,22.9,200.0,1.8,0.0,58.2
941,2022-06-02 21:00,21.9,177.2,1.6,0.0,65.0
941,2022-06-02 22:00,21.6,212.4,1.1,0.0,70.6
941,2022-06-02 23:00,20.9,182.7,1.6,0.0,75.9
941,2022-06-03 00:00,20.3,289.1,1.0,0.0,82.9
941,2022-06-03 01:00,19.4,323.7,1.0,0.0,85.0
941,2022-06-03 02:00,18.9,295.2,0.6,0.0,88.2
941,2022-06-03 03:00,18.3,0.0,0.0,0.0,90.2
941,2022-06-03 04:00,18.0,301.0,0.5,0.0,89.2
941,2022-06-03 05:00,17.7,347.9,0.6,0.0,89.4
941,2022-06-03 06:00,18.5,0.0,0.4,0.0,86.7
941,2022-06-03 07:00,20.4,345.1,1.4,0.0,76.5
941,2022-06-03 08:00,22.2,358.9,2.1,0.0,69.4
941,2022-06-03 09:00,25.8,299.5,1.0,0.0,53.3
941,2022-06-03 10:00,27.7,56.6,2.2,0.0,45.3
941,2022-06-03 11:00,28.3,223.9,1.4,0.0,43.5
941,2022-06-03 12:00,28.3,231.4,3.4,0.0,47.3
941,2022-06-03 13:00,28.6,99.5,2.4,0.0,45.7
941,2022-06-03 14:00,27.4,108.1,3.6,0.0,48.6
941,2022-06-03 15:00,27.0,97.5,4.1,0.0,45.5
941,2022-06-03 16:00,26.7,94.5,4.1,0.0,41.3
941,2022-06-03 17:00,26.0,87.0,3.7,0.0,34.8
941,2022-06-03 18:00,25.0,98.3,3.2,0.0,46.1
941,2022-06-03 19:00,23.2,87.9,3.3,0.0,57.0
941,2022-06-03 20:00,21.6,77.4,3.5,0.0,66.3
941,2022-06-03 21:00,21.1,30.9,2.4,0.0,66.5
941,2022-06-03 22:00,20.4,50.8,2.5,0.0,67.9
941,2022-06-03 23:00,19.9,47.5,4.6,0.0,67.9
941,2022-06-04 00:00,19.5,42.7,3.7,0.0,68.2
941,2022-06-04 01:00,19.1,58.7,2.7,0.0,70.2
941,2022-06-04 02:00,19.1,40.9,2.9,0.0,70.3
941,2022-06-04 03:00,19.2,37.0,3.8,0.0,68.6
941,2022-06-04 04:00,19.0,44.8,3.6,0.0,69.3
941,2022-06-04 05:00,18.8,34.0,2.9,0.0,70.2
941,2022-06-04 06:00,19.0,45.9,2.0,0.0,69.0
941,2022-06-04 07:00,20.0,53.7,2.9,0.0,66.3
941,2022-06-04 08:00,21.2,34.5,2.3,0.0,62.0
941,2022-06-04 09:00,22.4,93.3,3.3,0.0,58.5
941,2022-06-04 10:00,24.2,91.8,3.0,0.0,51.2
941,2022-06-04 11:00,24.7,66.6,3.5,0.0,47.7
941,2022-06-04 12:00,25.4,109.5,3.0,0.0,40.5
941,2022-06-04 13:00,25.6,101.6,3.0,0.0,38.7
941,2022-06-04 14:00,24.5,99.0,3.4,0.0,39.4
941,2022-06-04 15:00,24.5,53.2,3.3,0.0,41.1
941,2022-06-04 16:00,24.7,104.1,2.4,0.0,41.0
941,2022-06-04 17:00,23.6,89.0,3.9,0.0,47.3
941,2022-06-04 18:00,22.6,88.6,2.4,0.0,54.8
941,2022-06-04 19:00,21.7,82.7,2.9,0.0,56.0
941,2022-06-04 20:00,20.8,59.6,2.7,0.0,61.7
941,2022-06-04 21:00,20.3,56.6,2.3,0.0,64.7
941,2022-06-04 22:00,20.0,65.8,2.3,0.0,65.4
941,2022-06-04 23:00,20.0,34.9,2.6,0.0,63.9
941,2022-06-05 00:00,19.8,25.1,2.2,0.0,66.8
941,2022-06-05 01:00,19.5,41.9,3.0,0.0,70.2
941,2022-06-05 02:00,19.8,24.6,2.2,0.0,64.5
941,2022-06-05 03:00,19.5,338.3,2.3,0.0,71.9
941,2022-06-05 04:00,19.3,19.0,1.7,0.0,71.3
941,2022-06-05 05:00,19.6,59.5,2.2,0.0,67.8
941,2022-06-05 06:00,19.7,32.5,3.0,0.0,68.3
941,2022-06-05 07:00,19.1,46.4,2.2,0.0,76.3
941,2022-06-05 08:00,19.6,30.1,1.7,0.0,76.5
941,2022-06-05 09:00,19.6,36.7,2.4,0.0,76.3
941,2022-06-05 10:00,19.1,22.3,2.2,0.0,83.2
941,2022-06-05 11:00,18.2,6.6,2.0,3.0,90.9
941,2022-06-05 12:00,17.9,7.8,1.7,4.5,93.0
941,2022-06-05 13:00,18.1,27.5,2.4,1.0,91.6
941,2022-06-05 14:00,19.1,347.3,2.0,0.5,90.1
941,2022-06-05 15:00,18.6,337.4,1.4,2.5,92.0
941,2022-06-05 16:00,18.0,191.4,2.7,4.5,88.0
941,2022-06-05 17:00,17.1,28.5,1.8,4.5,91.0
941,2022-06-05 18:00,17.6,4.5,2.1,6.0,93.9
941,2022-06-05 19:00,17.8,59.5,1.8,6.5,92.3
941,2022-06-05 20:00,17.9,45.2,2.0,5.5,91.0
941,2022-06-05 21:00,17.8,22.3,2.6,3.5,88.9
941,2022-06-05 22:00,17.5,4.6,2.2,3.0,89.3
941,2022-06-05 23:00,17.6,34.1,3.8,1.5,86.7
941,2022-06-06 00:00,17.8,47.2,4.5,0.0,86.2
941,2022-06-06 01:00,18.1,40.4,2.8,0.0,85.7
941,2022-06-06 02:00,17.3,13.3,1.5,1.0,93.5
941,2022-06-06 03:00,17.2,11.4,1.7,2.5,95.6
941,2022-06-06 04:00,17.1,28.8,1.4,2.0,96.0
941,2022-06-06 05:00,17.2,27.1,1.2,0.0,95.9
941,2022-06-06 06:00,17.6,21.5,1.5,0.0,92.5
941,2022-06-06 07:00,18.5,10.7,1.7,0.0,87.1
941,2022-06-06 08:00,19.6,3.0,2.8,0.0,81.5
941,2022-06-06 09:00,20.3,6.7,3.2,0.0,75.6
941,2022-06-06 10:00,21.9,354.4,3.5,0.0,67.9
941,2022-06-06 11:00,21.6,1.3,2.4,0.0,69.8
941,2022-06-06 12:00,23.2,354.6,2.3,0.0,66.4
941,2022-06-06 13:00,23.7,348.1,1.5,0.0,64.5
941,2022-06-06 14:00,24.9,345.5,2.9,0.0,57.5
941,2022-06-06 15:00,22.7,358.6,4.0,0.0,66.3
941,2022-06-06 16:00,20.7,9.1,3.8,0.0,69.5
941,2022-06-06 17:00,20.2,11.0,4.5,0.0,67.1
941,2022-06-06 18:00,19.5,17.6,2.3,0.0,69.7
941,2022-06-06 19:00,18.9,4.7,3.8,0.0,71.2
941,2022-06-06 20:00,17.8,0.9,2.6,0.0,70.8
941,2022-06-06 21:00,17.6,19.1,2.7,0.0,72.7
941,2022-06-06 22:00,16.8,11.9,1.7,0.0,73.3
941,2022-06-06 23:00,17.0,22.4,2.2,0.0,70.5
941,2022-06-07 00:00,16.5,21.7,2.1,0.0,72.7
941,2022-06-07 01:00,16.6,23.8,2.3,0.0,70.9
941,2022-06-07 02:00,15.8,4.6,1.7,0.0,73.2
941,2022-06-07 03:00,16.1,5.7,1.9,0.0,71.7
941,2022-06-07 04:00,16.0,4.3,1.5,0.0,70.9
941,2022-06-07 05:00,15.9,359.8,1.9,0.0,71.8
941,2022-06-07 06:00,16.3,50.6,0.8,0.0,71.3
941,2022-06-07 07:00,16.8,12.8,1.9,0.0,68.6
941,2022-06-07 08:00,18.4,346.5,2.8,0.0,64.6
941,2022-06-07 09:00,18.9,355.9,2.6,0.0,64.4
941,2022-06-07 10:00,20.2,35.4,2.5,0.0,60.5
941,2022-06-07 11:00,19.9,2.5,2.5,0.0,60.4
941,2022-06-07 12:00,20.0,105.4,2.5,0.0,60.6
941,2022-06-07 13:00,19.9,85.0,2.5,0.0,63.9
941,2022-06-07 14:00,20.9,82.6,3.1,0.0,62.3
941,2022-06-07 15:00,19.5,73.0,2.3,0.0,65.9
941,2022-06-07 16:00,18.6,55.5,2.8,0.0,69.2
941,2022-06-07 17:00,18.4,71.8,3.1,0.0,67.6
941,2022-06-07 18:00,18.2,58.7,1.7,0.0,69.3
941,2022-06-07 19:00,17.6,48.0,3.0,0.0,70.8
941,2022-06-07 20:00,17.5,39.4,1.9,0.0,70.8
941,2022-06-07 21:00,17.1,4.8,2.6,0.0,75.0
941,2022-06-07 22:00,17.0,41.4,1.8,0.0,75.2
941,2022-06-07 23:00,16.5,49.2,3.8,0.0,77.2
941,2022-06-08 00:00,15.6,18.1,1.8,0.5,88.6
941,2022-06-08 01:00,15.6,36.0,2.2,0.0,88.9
941,2022-06-08 02:00,15.4,0.1,2.2,0.5,88.7
941,2022-06-08 03:00,15.1,353.1,1.9,0.5,89.0
941,2022-06-08 04:00,15.2,13.8,1.1,0.0,87.0
941,2022-06-08 05:00,15.5,359.7,1.1,0.0,85.1
941,2022-06-08 06:00,15.8,5.3,1.6,0.0,85.5
941,2022-06-08 07:00,16.1,3.2,2.0,0.0,82.6
941,2022-06-08 08:00,17.1,353.0,2.3,0.0,78.7
941,2022-06-08 09:00,18.3,18.4,2.1,0.0,71.6
941,2022-06-08 10:00,18.7,216.9,1.5,0.0,71.2
941,2022-06-08 11:00,19.7,107.3,2.4,0.0,64.3
941,2022-06-08 12:00,19.9,75.0,3.0,0.0,64.6
941,2022-06-08 13:00,20.8,88.8,3.3,0.0,62.4
941,2022-06-08 14:00,19.9,72.6,3.7,0.0,64.9
941,2022-06-08 15:00,20.8,117.1,3.2,0.0,63.9
941,2022-06-08 16:00,20.6,114.3,3.6,0.0,62.1
941,2022-06-08 17:00,20.5,100.5,2.9,0.0,63.8
941,2022-06-08 18:00,19.3,71.4,3.6,0.0,66.6
941,2022-06-08 19:00,18.5,77.2,3.5,0.0,68.9
941,2022-06-08 20:00,17.5,78.0,3.8,0.0,68.8
941,2022-06-08 21:00,17.3,75.6,3.3,0.0,71.5
941,2022-06-08 22:00,17.0,49.7,2.6,0.0,73.3
941,2022-06-08 23:00,16.7,50.8,2.3,0.0,74.4
941,2022-06-09 00:00,16.6,20.9,2.1,0.0,74.2
941,2022-06-09 01:00,15.8,19.1,1.2,0.0,80.9
941,2022-06-09 02:00,15.3,22.1,1.1,0.0,84.4
941,2022-06-09 03:00,15.1,29.5,1.0,0.0,83.8
941,2022-06-09 04:00,15.3,351.5,1.3,0.0,81.1
941,2022-06-09 05:00,14.2,0.0,0.3,0.0,87.6
941,2022-06-09 06:00,15.0,6.3,1.3,0.0,84.9
941,2022-06-09 07:00,16.2,346.7,1.6,0.0,81.9
941,2022-06-09 08:00,18.4,347.1,1.3,0.0,71.2
941,2022-06-09 09:00,19.8,311.9,1.8,0.0,65.9
941,2022-06-09 10:00,21.8,297.2,2.3,0.0,60.3
941,2022-06-09 11:00,23.3,254.6,1.6,0.0,54.1
941,2022-06-09 12:00,24.2,225.4,2.4,0.0,52.9
941,2022-06-09 13:00,25.2,87.8,1.8,0.0,48.0
941,2022-06-09 14:00,25.0,78.7,3.2,0.0,52.1
941,2022-06-09 15:00,25.1,123.6,2.8,0.0,47.3
941,2022-06-09 16:00,23.7,237.8,4.3,0.0,60.5
941,2022-06-09 17:00,23.7,95.2,2.5,0.0,57.5
941,2022-06-09 18:00,22.7,72.1,3.1,0.0,60.7
941,2022-06-09 19:00,21.4,89.7,2.8,0.0,64.6
941,2022-06-09 20:00,20.6,42.0,1.9,0.0,67.7
941,2022-06-09 21:00,19.4,53.7,3.5,0.0,71.5
941,2022-06-09 22:00,18.9,78.5,2.1,0.0,73.9
941,2022-06-09 23:00,18.6,48.2,2.2,0.0,73.3
941,2022-06-10 00:00,18.5,111.2,1.4,0.0,70.0
941,2022-06-10 01:00,17.7,53.7,1.9,0.0,78.3
941,2022-06-10 02:00,17.1,48.8,1.5,0.0,82.0
941,2022-06-10 03:00,16.6,1.5,1.8,0.0,85.3
941,2022-06-10 04:00,16.1,19.6,1.5,0.0,85.9
941,2022-06-10 05:00,15.9,351.3,0.7,0.0,86.4
941,2022-06-10 06:00,16.1,0.1,1.3,0.0,83.2
941,2022-06-10 07:00,17.9,358.6,1.3,0.0,74.8
941,2022-06-10 08:00,19.3,345.0,2.1,0.0,73.2
941,2022-06-10 09:00,21.6,289.6,1.3,0.0,66.1
941,2022-06-10 10:00,23.7,260.7,2.0,0.0,55.4
941,2022-06-10 11:00,25.2,266.7,1.6,0.0,54.4
941,2022-06-10 12:00,25.8,242.5,3.0,0.0,52.8
941,2022-06-10 13:00,26.1,241.8,2.9,0.0,55.1
941,2022-06-10 14:00,25.4,80.2,2.2,0.0,54.1
941,2022-06-10 15:00,24.8,233.8,3.6,0.0,60.9
941,2022-06-10 16:00,24.5,233.3,2.9,0.0,57.9
941,2022-06-10 17:00,23.7,236.6,3.0,0.0,54.7
941,2022-06-10 18:00,22.9,255.5,2.4,0.0,54.9
941,2022-06-10 19:00,22.4,252.4,1.1,0.0,59.4
941,2022-06-10 20:00,21.6,249.6,2.2,0.0,67.9
941,2022-06-10 21:00,21.0,253.5,1.6,0.0,70.9
941,2022-06-10 22:00,20.5,335.3,0.7,0.0,70.7
941,2022-06-10 23:00,19.8,63.0,1.5,0.0,72.1
941,2022-06-11 00:00,19.4,330.8,0.8,0.0,77.5
941,2022-06-11 01:00,18.9,66.5,1.7,0.0,75.8
941,2022-06-11 02:00,18.6,8.6,1.4,0.0,80.9
941,2022-06-11 03:00,18.9,11.2,1.9,0.0,78.3
941,2022-06-11 04:00,19.1,10.5,1.5,0.0,76.4
941,2022-06-11 05:00,18.7,26.4,1.0,0.0,79.0
941,2022-06-11 06:00,19.2,4.9,1.2,0.0,76.7
941,2022-06-11 07:00,19.3,357.0,1.4,0.0,79.3
941,2022-06-11 08:00,20.0,347.5,1.8,0.0,79.1
941,2022-06-11 09:00,21.0,299.1,1.5,0.0,76.3
941,2022-06-11 10:00,22.7,0.5,1.8,0.0,67.1
